id,sku,name,sellingPrice,fullSize,thumbnail,active,published,type,parentId,variantAttributes
000000400,0000004000000,Black 400,91,https://color-project.surge.sh/colors/000000400.jpg,https://color-project.surge.sh/colors/000000400.jpg,true,true,VARIANT,000000,400|https://color-project.surge.sh/colors/000000400.jpg|000000400|400
000080400,0000804000000,Navy 400,72,https://color-project.surge.sh/colors/000080400.jpg,https://color-project.surge.sh/colors/000080400.jpg,true,true,VARIANT,000080,400|https://color-project.surge.sh/colors/000080400.jpg|000080400|400
00008B400,00008B4000000,DarkBlue 400,63,https://color-project.surge.sh/colors/00008B400.jpg,https://color-project.surge.sh/colors/00008B400.jpg,true,true,VARIANT,00008B,400|https://color-project.surge.sh/colors/00008B400.jpg|00008B400|400
0000CD400,0000CD4000000,MediumBlue 400,83,https://color-project.surge.sh/colors/0000CD400.jpg,https://color-project.surge.sh/colors/0000CD400.jpg,true,true,VARIANT,0000CD,400|https://color-project.surge.sh/colors/0000CD400.jpg|0000CD400|400
0000FF400,0000FF4000000,Blue 400,60,https://color-project.surge.sh/colors/0000FF400.jpg,https://color-project.surge.sh/colors/0000FF400.jpg,true,true,VARIANT,0000FF,400|https://color-project.surge.sh/colors/0000FF400.jpg|0000FF400|400
006400400,0064004000000,DarkGreen 400,86,https://color-project.surge.sh/colors/006400400.jpg,https://color-project.surge.sh/colors/006400400.jpg,true,true,VARIANT,006400,400|https://color-project.surge.sh/colors/006400400.jpg|006400400|400
008000400,0080004000000,Green 400,98,https://color-project.surge.sh/colors/008000400.jpg,https://color-project.surge.sh/colors/008000400.jpg,true,true,VARIANT,008000,400|https://color-project.surge.sh/colors/008000400.jpg|008000400|400
008080400,0080804000000,Teal 400,70,https://color-project.surge.sh/colors/008080400.jpg,https://color-project.surge.sh/colors/008080400.jpg,true,true,VARIANT,008080,400|https://color-project.surge.sh/colors/008080400.jpg|008080400|400
008B8B400,008B8B4000000,DarkCyan 400,81,https://color-project.surge.sh/colors/008B8B400.jpg,https://color-project.surge.sh/colors/008B8B400.jpg,true,true,VARIANT,008B8B,400|https://color-project.surge.sh/colors/008B8B400.jpg|008B8B400|400
00BFFF400,00BFFF4000000,DeepSkyBlue 400,95,https://color-project.surge.sh/colors/00BFFF400.jpg,https://color-project.surge.sh/colors/00BFFF400.jpg,true,true,VARIANT,00BFFF,400|https://color-project.surge.sh/colors/00BFFF400.jpg|00BFFF400|400
00CED1400,00CED14000000,DarkTurquoise 400,59,https://color-project.surge.sh/colors/00CED1400.jpg,https://color-project.surge.sh/colors/00CED1400.jpg,true,true,VARIANT,00CED1,400|https://color-project.surge.sh/colors/00CED1400.jpg|00CED1400|400
00FA9A400,00FA9A4000000,MediumSpringGreen 400,68,https://color-project.surge.sh/colors/00FA9A400.jpg,https://color-project.surge.sh/colors/00FA9A400.jpg,true,true,VARIANT,00FA9A,400|https://color-project.surge.sh/colors/00FA9A400.jpg|00FA9A400|400
00FF00400,00FF004000000,Lime 400,70,https://color-project.surge.sh/colors/00FF00400.jpg,https://color-project.surge.sh/colors/00FF00400.jpg,true,true,VARIANT,00FF00,400|https://color-project.surge.sh/colors/00FF00400.jpg|00FF00400|400
00FF7F400,00FF7F4000000,SpringGreen 400,73,https://color-project.surge.sh/colors/00FF7F400.jpg,https://color-project.surge.sh/colors/00FF7F400.jpg,true,true,VARIANT,00FF7F,400|https://color-project.surge.sh/colors/00FF7F400.jpg|00FF7F400|400
00FFFF400,00FFFF4000000,Cyan 400,53,https://color-project.surge.sh/colors/00FFFF400.jpg,https://color-project.surge.sh/colors/00FFFF400.jpg,true,true,VARIANT,00FFFF,400|https://color-project.surge.sh/colors/00FFFF400.jpg|00FFFF400|400
191970400,1919704000000,MidnightBlue 400,95,https://color-project.surge.sh/colors/191970400.jpg,https://color-project.surge.sh/colors/191970400.jpg,true,true,VARIANT,191970,400|https://color-project.surge.sh/colors/191970400.jpg|191970400|400
1E90FF400,1E90FF4000000,DodgerBlue 400,83,https://color-project.surge.sh/colors/1E90FF400.jpg,https://color-project.surge.sh/colors/1E90FF400.jpg,true,true,VARIANT,1E90FF,400|https://color-project.surge.sh/colors/1E90FF400.jpg|1E90FF400|400
20B2AA400,20B2AA4000000,LightSeaGreen 400,94,https://color-project.surge.sh/colors/20B2AA400.jpg,https://color-project.surge.sh/colors/20B2AA400.jpg,true,true,VARIANT,20B2AA,400|https://color-project.surge.sh/colors/20B2AA400.jpg|20B2AA400|400
228B22400,228B224000000,ForestGreen 400,92,https://color-project.surge.sh/colors/228B22400.jpg,https://color-project.surge.sh/colors/228B22400.jpg,true,true,VARIANT,228B22,400|https://color-project.surge.sh/colors/228B22400.jpg|228B22400|400
2E8B57400,2E8B574000000,SeaGreen 400,78,https://color-project.surge.sh/colors/2E8B57400.jpg,https://color-project.surge.sh/colors/2E8B57400.jpg,true,true,VARIANT,2E8B57,400|https://color-project.surge.sh/colors/2E8B57400.jpg|2E8B57400|400
2F4F4F400,2F4F4F4000000,DarkSlateGrey 400,96,https://color-project.surge.sh/colors/2F4F4F400.jpg,https://color-project.surge.sh/colors/2F4F4F400.jpg,true,true,VARIANT,2F4F4F,400|https://color-project.surge.sh/colors/2F4F4F400.jpg|2F4F4F400|400
32CD32400,32CD324000000,LimeGreen 400,83,https://color-project.surge.sh/colors/32CD32400.jpg,https://color-project.surge.sh/colors/32CD32400.jpg,true,true,VARIANT,32CD32,400|https://color-project.surge.sh/colors/32CD32400.jpg|32CD32400|400
3CB371400,3CB3714000000,MediumSeaGreen 400,99,https://color-project.surge.sh/colors/3CB371400.jpg,https://color-project.surge.sh/colors/3CB371400.jpg,true,true,VARIANT,3CB371,400|https://color-project.surge.sh/colors/3CB371400.jpg|3CB371400|400
40E0D0400,40E0D04000000,Turquoise 400,86,https://color-project.surge.sh/colors/40E0D0400.jpg,https://color-project.surge.sh/colors/40E0D0400.jpg,true,true,VARIANT,40E0D0,400|https://color-project.surge.sh/colors/40E0D0400.jpg|40E0D0400|400
4169E1400,4169E14000000,RoyalBlue 400,76,https://color-project.surge.sh/colors/4169E1400.jpg,https://color-project.surge.sh/colors/4169E1400.jpg,true,true,VARIANT,4169E1,400|https://color-project.surge.sh/colors/4169E1400.jpg|4169E1400|400
4682B4400,4682B44000000,SteelBlue 400,63,https://color-project.surge.sh/colors/4682B4400.jpg,https://color-project.surge.sh/colors/4682B4400.jpg,true,true,VARIANT,4682B4,400|https://color-project.surge.sh/colors/4682B4400.jpg|4682B4400|400
483D8B400,483D8B4000000,DarkSlateBlue 400,74,https://color-project.surge.sh/colors/483D8B400.jpg,https://color-project.surge.sh/colors/483D8B400.jpg,true,true,VARIANT,483D8B,400|https://color-project.surge.sh/colors/483D8B400.jpg|483D8B400|400
48D1CC400,48D1CC4000000,MediumTurquoise 400,71,https://color-project.surge.sh/colors/48D1CC400.jpg,https://color-project.surge.sh/colors/48D1CC400.jpg,true,true,VARIANT,48D1CC,400|https://color-project.surge.sh/colors/48D1CC400.jpg|48D1CC400|400
4B0082400,4B00824000000,Indigo 400,79,https://color-project.surge.sh/colors/4B0082400.jpg,https://color-project.surge.sh/colors/4B0082400.jpg,true,true,VARIANT,4B0082,400|https://color-project.surge.sh/colors/4B0082400.jpg|4B0082400|400
556B2F400,556B2F4000000,DarkOliveGreen 400,72,https://color-project.surge.sh/colors/556B2F400.jpg,https://color-project.surge.sh/colors/556B2F400.jpg,true,true,VARIANT,556B2F,400|https://color-project.surge.sh/colors/556B2F400.jpg|556B2F400|400
5F9EA0400,5F9EA04000000,CadetBlue 400,92,https://color-project.surge.sh/colors/5F9EA0400.jpg,https://color-project.surge.sh/colors/5F9EA0400.jpg,true,true,VARIANT,5F9EA0,400|https://color-project.surge.sh/colors/5F9EA0400.jpg|5F9EA0400|400
6495ED400,6495ED4000000,CornflowerBlue 400,99,https://color-project.surge.sh/colors/6495ED400.jpg,https://color-project.surge.sh/colors/6495ED400.jpg,true,true,VARIANT,6495ED,400|https://color-project.surge.sh/colors/6495ED400.jpg|6495ED400|400
663399400,6633994000000,RebeccaPurple 400,70,https://color-project.surge.sh/colors/663399400.jpg,https://color-project.surge.sh/colors/663399400.jpg,true,true,VARIANT,663399,400|https://color-project.surge.sh/colors/663399400.jpg|663399400|400
66CDAA400,66CDAA4000000,MediumAquaMarine 400,72,https://color-project.surge.sh/colors/66CDAA400.jpg,https://color-project.surge.sh/colors/66CDAA400.jpg,true,true,VARIANT,66CDAA,400|https://color-project.surge.sh/colors/66CDAA400.jpg|66CDAA400|400
696969400,6969694000000,DimGrey 400,57,https://color-project.surge.sh/colors/696969400.jpg,https://color-project.surge.sh/colors/696969400.jpg,true,true,VARIANT,696969,400|https://color-project.surge.sh/colors/696969400.jpg|696969400|400
6A5ACD400,6A5ACD4000000,SlateBlue 400,58,https://color-project.surge.sh/colors/6A5ACD400.jpg,https://color-project.surge.sh/colors/6A5ACD400.jpg,true,true,VARIANT,6A5ACD,400|https://color-project.surge.sh/colors/6A5ACD400.jpg|6A5ACD400|400
6B8E23400,6B8E234000000,OliveDrab 400,90,https://color-project.surge.sh/colors/6B8E23400.jpg,https://color-project.surge.sh/colors/6B8E23400.jpg,true,true,VARIANT,6B8E23,400|https://color-project.surge.sh/colors/6B8E23400.jpg|6B8E23400|400
708090400,7080904000000,SlateGrey 400,58,https://color-project.surge.sh/colors/708090400.jpg,https://color-project.surge.sh/colors/708090400.jpg,true,true,VARIANT,708090,400|https://color-project.surge.sh/colors/708090400.jpg|708090400|400
778899400,7788994000000,LightSlateGrey 400,75,https://color-project.surge.sh/colors/778899400.jpg,https://color-project.surge.sh/colors/778899400.jpg,true,true,VARIANT,778899,400|https://color-project.surge.sh/colors/778899400.jpg|778899400|400
7B68EE400,7B68EE4000000,MediumSlateBlue 400,83,https://color-project.surge.sh/colors/7B68EE400.jpg,https://color-project.surge.sh/colors/7B68EE400.jpg,true,true,VARIANT,7B68EE,400|https://color-project.surge.sh/colors/7B68EE400.jpg|7B68EE400|400
7CFC00400,7CFC004000000,LawnGreen 400,95,https://color-project.surge.sh/colors/7CFC00400.jpg,https://color-project.surge.sh/colors/7CFC00400.jpg,true,true,VARIANT,7CFC00,400|https://color-project.surge.sh/colors/7CFC00400.jpg|7CFC00400|400
7FFF00400,7FFF004000000,Chartreuse 400,77,https://color-project.surge.sh/colors/7FFF00400.jpg,https://color-project.surge.sh/colors/7FFF00400.jpg,true,true,VARIANT,7FFF00,400|https://color-project.surge.sh/colors/7FFF00400.jpg|7FFF00400|400
7FFFD4400,7FFFD44000000,Aquamarine 400,75,https://color-project.surge.sh/colors/7FFFD4400.jpg,https://color-project.surge.sh/colors/7FFFD4400.jpg,true,true,VARIANT,7FFFD4,400|https://color-project.surge.sh/colors/7FFFD4400.jpg|7FFFD4400|400
800000400,8000004000000,Maroon 400,96,https://color-project.surge.sh/colors/800000400.jpg,https://color-project.surge.sh/colors/800000400.jpg,true,true,VARIANT,800000,400|https://color-project.surge.sh/colors/800000400.jpg|800000400|400
800080400,8000804000000,Purple 400,68,https://color-project.surge.sh/colors/800080400.jpg,https://color-project.surge.sh/colors/800080400.jpg,true,true,VARIANT,800080,400|https://color-project.surge.sh/colors/800080400.jpg|800080400|400
808000400,8080004000000,Olive 400,86,https://color-project.surge.sh/colors/808000400.jpg,https://color-project.surge.sh/colors/808000400.jpg,true,true,VARIANT,808000,400|https://color-project.surge.sh/colors/808000400.jpg|808000400|400
808080400,8080804000000,Grey 400,83,https://color-project.surge.sh/colors/808080400.jpg,https://color-project.surge.sh/colors/808080400.jpg,true,true,VARIANT,808080,400|https://color-project.surge.sh/colors/808080400.jpg|808080400|400
87CEEB400,87CEEB4000000,SkyBlue 400,85,https://color-project.surge.sh/colors/87CEEB400.jpg,https://color-project.surge.sh/colors/87CEEB400.jpg,true,true,VARIANT,87CEEB,400|https://color-project.surge.sh/colors/87CEEB400.jpg|87CEEB400|400
87CEFA400,87CEFA4000000,LightSkyBlue 400,51,https://color-project.surge.sh/colors/87CEFA400.jpg,https://color-project.surge.sh/colors/87CEFA400.jpg,true,true,VARIANT,87CEFA,400|https://color-project.surge.sh/colors/87CEFA400.jpg|87CEFA400|400
8A2BE2400,8A2BE24000000,BlueViolet 400,82,https://color-project.surge.sh/colors/8A2BE2400.jpg,https://color-project.surge.sh/colors/8A2BE2400.jpg,true,true,VARIANT,8A2BE2,400|https://color-project.surge.sh/colors/8A2BE2400.jpg|8A2BE2400|400
8B0000400,8B00004000000,DarkRed 400,64,https://color-project.surge.sh/colors/8B0000400.jpg,https://color-project.surge.sh/colors/8B0000400.jpg,true,true,VARIANT,8B0000,400|https://color-project.surge.sh/colors/8B0000400.jpg|8B0000400|400
8B008B400,8B008B4000000,DarkMagenta 400,98,https://color-project.surge.sh/colors/8B008B400.jpg,https://color-project.surge.sh/colors/8B008B400.jpg,true,true,VARIANT,8B008B,400|https://color-project.surge.sh/colors/8B008B400.jpg|8B008B400|400
8B4513400,8B45134000000,SaddleBrown 400,51,https://color-project.surge.sh/colors/8B4513400.jpg,https://color-project.surge.sh/colors/8B4513400.jpg,true,true,VARIANT,8B4513,400|https://color-project.surge.sh/colors/8B4513400.jpg|8B4513400|400
8FBC8F400,8FBC8F4000000,DarkSeaGreen 400,76,https://color-project.surge.sh/colors/8FBC8F400.jpg,https://color-project.surge.sh/colors/8FBC8F400.jpg,true,true,VARIANT,8FBC8F,400|https://color-project.surge.sh/colors/8FBC8F400.jpg|8FBC8F400|400
90EE90400,90EE904000000,LightGreen 400,93,https://color-project.surge.sh/colors/90EE90400.jpg,https://color-project.surge.sh/colors/90EE90400.jpg,true,true,VARIANT,90EE90,400|https://color-project.surge.sh/colors/90EE90400.jpg|90EE90400|400
9370DB400,9370DB4000000,MediumPurple 400,92,https://color-project.surge.sh/colors/9370DB400.jpg,https://color-project.surge.sh/colors/9370DB400.jpg,true,true,VARIANT,9370DB,400|https://color-project.surge.sh/colors/9370DB400.jpg|9370DB400|400
9400D3400,9400D34000000,DarkViolet 400,50,https://color-project.surge.sh/colors/9400D3400.jpg,https://color-project.surge.sh/colors/9400D3400.jpg,true,true,VARIANT,9400D3,400|https://color-project.surge.sh/colors/9400D3400.jpg|9400D3400|400
98FB98400,98FB984000000,PaleGreen 400,94,https://color-project.surge.sh/colors/98FB98400.jpg,https://color-project.surge.sh/colors/98FB98400.jpg,true,true,VARIANT,98FB98,400|https://color-project.surge.sh/colors/98FB98400.jpg|98FB98400|400
9932CC400,9932CC4000000,DarkOrchid 400,93,https://color-project.surge.sh/colors/9932CC400.jpg,https://color-project.surge.sh/colors/9932CC400.jpg,true,true,VARIANT,9932CC,400|https://color-project.surge.sh/colors/9932CC400.jpg|9932CC400|400
9ACD32400,9ACD324000000,YellowGreen 400,93,https://color-project.surge.sh/colors/9ACD32400.jpg,https://color-project.surge.sh/colors/9ACD32400.jpg,true,true,VARIANT,9ACD32,400|https://color-project.surge.sh/colors/9ACD32400.jpg|9ACD32400|400
A0522D400,A0522D4000000,Sienna 400,94,https://color-project.surge.sh/colors/A0522D400.jpg,https://color-project.surge.sh/colors/A0522D400.jpg,true,true,VARIANT,A0522D,400|https://color-project.surge.sh/colors/A0522D400.jpg|A0522D400|400
A52A2A400,A52A2A4000000,Brown 400,73,https://color-project.surge.sh/colors/A52A2A400.jpg,https://color-project.surge.sh/colors/A52A2A400.jpg,true,true,VARIANT,A52A2A,400|https://color-project.surge.sh/colors/A52A2A400.jpg|A52A2A400|400
A9A9A9400,A9A9A94000000,DarkGrey 400,97,https://color-project.surge.sh/colors/A9A9A9400.jpg,https://color-project.surge.sh/colors/A9A9A9400.jpg,true,true,VARIANT,A9A9A9,400|https://color-project.surge.sh/colors/A9A9A9400.jpg|A9A9A9400|400
ADD8E6400,ADD8E64000000,LightBlue 400,57,https://color-project.surge.sh/colors/ADD8E6400.jpg,https://color-project.surge.sh/colors/ADD8E6400.jpg,true,true,VARIANT,ADD8E6,400|https://color-project.surge.sh/colors/ADD8E6400.jpg|ADD8E6400|400
ADFF2F400,ADFF2F4000000,GreenYellow 400,89,https://color-project.surge.sh/colors/ADFF2F400.jpg,https://color-project.surge.sh/colors/ADFF2F400.jpg,true,true,VARIANT,ADFF2F,400|https://color-project.surge.sh/colors/ADFF2F400.jpg|ADFF2F400|400
AFEEEE400,AFEEEE4000000,PaleTurquoise 400,53,https://color-project.surge.sh/colors/AFEEEE400.jpg,https://color-project.surge.sh/colors/AFEEEE400.jpg,true,true,VARIANT,AFEEEE,400|https://color-project.surge.sh/colors/AFEEEE400.jpg|AFEEEE400|400
B0C4DE400,B0C4DE4000000,LightSteelBlue 400,61,https://color-project.surge.sh/colors/B0C4DE400.jpg,https://color-project.surge.sh/colors/B0C4DE400.jpg,true,true,VARIANT,B0C4DE,400|https://color-project.surge.sh/colors/B0C4DE400.jpg|B0C4DE400|400
B0E0E6400,B0E0E64000000,PowderBlue 400,96,https://color-project.surge.sh/colors/B0E0E6400.jpg,https://color-project.surge.sh/colors/B0E0E6400.jpg,true,true,VARIANT,B0E0E6,400|https://color-project.surge.sh/colors/B0E0E6400.jpg|B0E0E6400|400
B22222400,B222224000000,FireBrick 400,58,https://color-project.surge.sh/colors/B22222400.jpg,https://color-project.surge.sh/colors/B22222400.jpg,true,true,VARIANT,B22222,400|https://color-project.surge.sh/colors/B22222400.jpg|B22222400|400
B8860B400,B8860B4000000,DarkGoldenRod 400,65,https://color-project.surge.sh/colors/B8860B400.jpg,https://color-project.surge.sh/colors/B8860B400.jpg,true,true,VARIANT,B8860B,400|https://color-project.surge.sh/colors/B8860B400.jpg|B8860B400|400
BA55D3400,BA55D34000000,MediumOrchid 400,60,https://color-project.surge.sh/colors/BA55D3400.jpg,https://color-project.surge.sh/colors/BA55D3400.jpg,true,true,VARIANT,BA55D3,400|https://color-project.surge.sh/colors/BA55D3400.jpg|BA55D3400|400
BC8F8F400,BC8F8F4000000,RosyBrown 400,64,https://color-project.surge.sh/colors/BC8F8F400.jpg,https://color-project.surge.sh/colors/BC8F8F400.jpg,true,true,VARIANT,BC8F8F,400|https://color-project.surge.sh/colors/BC8F8F400.jpg|BC8F8F400|400
BDB76B400,BDB76B4000000,DarkKhaki 400,58,https://color-project.surge.sh/colors/BDB76B400.jpg,https://color-project.surge.sh/colors/BDB76B400.jpg,true,true,VARIANT,BDB76B,400|https://color-project.surge.sh/colors/BDB76B400.jpg|BDB76B400|400
C0C0C0400,C0C0C04000000,Silver 400,58,https://color-project.surge.sh/colors/C0C0C0400.jpg,https://color-project.surge.sh/colors/C0C0C0400.jpg,true,true,VARIANT,C0C0C0,400|https://color-project.surge.sh/colors/C0C0C0400.jpg|C0C0C0400|400
C71585400,C715854000000,MediumVioletRed 400,93,https://color-project.surge.sh/colors/C71585400.jpg,https://color-project.surge.sh/colors/C71585400.jpg,true,true,VARIANT,C71585,400|https://color-project.surge.sh/colors/C71585400.jpg|C71585400|400
CD5C5C400,CD5C5C4000000,IndianRed 400,79,https://color-project.surge.sh/colors/CD5C5C400.jpg,https://color-project.surge.sh/colors/CD5C5C400.jpg,true,true,VARIANT,CD5C5C,400|https://color-project.surge.sh/colors/CD5C5C400.jpg|CD5C5C400|400
CD853F400,CD853F4000000,Peru 400,73,https://color-project.surge.sh/colors/CD853F400.jpg,https://color-project.surge.sh/colors/CD853F400.jpg,true,true,VARIANT,CD853F,400|https://color-project.surge.sh/colors/CD853F400.jpg|CD853F400|400
D2691E400,D2691E4000000,Chocolate 400,61,https://color-project.surge.sh/colors/D2691E400.jpg,https://color-project.surge.sh/colors/D2691E400.jpg,true,true,VARIANT,D2691E,400|https://color-project.surge.sh/colors/D2691E400.jpg|D2691E400|400
D2B48C400,D2B48C4000000,Tan 400,90,https://color-project.surge.sh/colors/D2B48C400.jpg,https://color-project.surge.sh/colors/D2B48C400.jpg,true,true,VARIANT,D2B48C,400|https://color-project.surge.sh/colors/D2B48C400.jpg|D2B48C400|400
D3D3D3400,D3D3D34000000,LightGrey 400,60,https://color-project.surge.sh/colors/D3D3D3400.jpg,https://color-project.surge.sh/colors/D3D3D3400.jpg,true,true,VARIANT,D3D3D3,400|https://color-project.surge.sh/colors/D3D3D3400.jpg|D3D3D3400|400
D8BFD8400,D8BFD84000000,Thistle 400,75,https://color-project.surge.sh/colors/D8BFD8400.jpg,https://color-project.surge.sh/colors/D8BFD8400.jpg,true,true,VARIANT,D8BFD8,400|https://color-project.surge.sh/colors/D8BFD8400.jpg|D8BFD8400|400
